metabat2.megahit.33_1_8	K04085
metabat2.megahit.33_78_10	K00616
metabat2.megahit.33_78_11	K02446
metabat2.megahit.33_78_12	K03628
metabat2.megahit.33_78_13	K02909
metabat2.megahit.33_78_15	K02493
metabat2.megahit.33_78_16	K07240
metabat2.megahit.33_78_17	K07240
metabat2.megahit.33_78_18	K02835
metabat2.megahit.33_78_20	K07238
metabat2.megahit.33_78_21	K07566
metabat2.megahit.33_78_22	K01104
metabat2.megahit.33_78_22	K20201

metabat2.megahit.33_78_23	K01808
metabat2.megahit.33_78_24	K00761
metabat2.megahit.33_78_25	K02851
metabat2.megahit.33_78_26	K01791
metabat2.megahit.33_78_28	K00244
metabat2.megahit.33_78_31	K00626
metabat2.megahit.33_78_32	K01034
metabat2.megahit.33_78_33	K01035
metabat2.megahit.33_78_35	K02123
metabat2.megahit.33_78_36	K02124
metabat2.megahit.33_78_37	K02121
metabat2.megahit.33_78_38	K02119
metabat2.megahit.33_78_39	K02122
metabat2.megahit.33_78_40	K02117
metabat2.megahit.33_78_41	K02118
metabat2.megahit.33_78_42	K02120
metabat2.megahit.33_78_44	K00790
metabat2.megahit.33_78_45	K06381
metabat2.megahit.33_78_47	K06283
metabat2.megahit.33_78_48	K03569
metabat2.megahit.33_78_49	K02392
metabat2.megahit.33_78_50	K02390
metabat2.megahit.33_78_50	K02392

metabat2.megahit.33_78_51	K02395
metabat2.megahit.33_78_54	K00789
metabat2.megahit.33_78_55	K03581
metabat2.megahit.33_78_56	K02242
metabat2.megahit.33_78_58	K02398
metabat2.megahit.33_78_60	K02396
metabat2.megahit.33_78_61	K02396
metabat2.megahit.33_79_1	K02407
metabat2.megahit.33_79_2	K06603
metabat2.megahit.33_79_5	K02056
metabat2.megahit.33_79_6	K02057
metabat2.megahit.33_79_7	K02057
metabat2.megahit.33_79_11	K03088
