vamb.megahit.295_1_2	K06889
vamb.megahit.295_140_15	K02388
vamb.megahit.295_140_16	K02408
vamb.megahit.295_140_17	K02409
vamb.megahit.295_140_18	K02410
vamb.megahit.295_140_19	K02411
vamb.megahit.295_140_20	K02412
vamb.megahit.295_140_20	K03224

vamb.megahit.295_141_2	K00868
vamb.megahit.295_141_2	K00941
vamb.megahit.295_141_2	K14153

vamb.megahit.295_141_4	K00788
vamb.megahit.295_141_5	K00878
vamb.megahit.295_141_7	K07720
vamb.megahit.295_141_12	K01751
vamb.megahit.295_141_13	K03406
vamb.megahit.295_141_14	K19802
vamb.megahit.295_142_2	K19165
vamb.megahit.295_143_1	K03412
vamb.megahit.295_143_2	K00198
vamb.megahit.295_143_3	K09155
vamb.megahit.295_143_4	K00800
vamb.megahit.295_143_5	K01736
vamb.megahit.295_143_6	K04518
vamb.megahit.295_143_6	K14170

vamb.megahit.295_143_7	K00639
vamb.megahit.295_143_7	K00652

vamb.megahit.295_144_3	K11717
vamb.megahit.295_144_4	K00864
vamb.megahit.295_144_7	K09779
vamb.megahit.295_144_8	K11072
vamb.megahit.295_144_9	K11071
vamb.megahit.295_144_10	K11070
vamb.megahit.295_144_11	K11069
vamb.megahit.295_144_12	K06306
vamb.megahit.295_144_15	K03282
vamb.megahit.295_144_20	K00966
vamb.megahit.295_144_20	K16881

vamb.megahit.295_144_22	K01752
vamb.megahit.295_144_23	K01752
vamb.megahit.295_145_4	K07497
