concoct_megahit_6_1_1	K00598
concoct_megahit_6_283_1	K13789
concoct_megahit_6_283_2	K03602
concoct_megahit_6_283_3	K03601
concoct_megahit_6_283_4	K03625
concoct_megahit_6_283_8	K06397
concoct_megahit_6_283_9	K06396
concoct_megahit_6_283_10	K06395
concoct_megahit_6_283_11	K06394
concoct_megahit_6_283_12	K06393
concoct_megahit_6_283_13	K06392
concoct_megahit_6_283_14	K06391
concoct_megahit_6_283_15	K06390
concoct_megahit_6_283_17	K02356
concoct_megahit_6_283_18	K01262
concoct_megahit_6_283_19	K02664
concoct_megahit_6_283_20	K02663
concoct_megahit_6_283_21	K02662
concoct_megahit_6_283_24	K02246
concoct_megahit_6_283_24	K08084

concoct_megahit_6_283_25	K02653
concoct_megahit_6_283_26	K02652
concoct_megahit_6_284_1	K02004
concoct_megahit_6_284_1	K11636

concoct_megahit_6_286_1	K06915
concoct_megahit_6_288_1	K01870
concoct_megahit_6_288_3	K03660
concoct_megahit_6_289_1	K19221
concoct_megahit_6_289_3	K02529
concoct_megahit_6_289_7	K01818
concoct_megahit_6_289_8	K17865
concoct_megahit_6_289_9	K01026
concoct_megahit_6_289_9	K19709

concoct_megahit_6_289_10	K01715
concoct_megahit_6_289_10	K01782

concoct_megahit_6_289_11	K00145
concoct_megahit_6_289_12	K00620
concoct_megahit_6_289_13	K00930
concoct_megahit_6_289_14	K00821
concoct_megahit_6_290_1	K03769
concoct_megahit_6_290_1	K07533

concoct_megahit_6_290_2	K18650
concoct_megahit_6_290_3	K06147
concoct_megahit_6_291_3	K01912
concoct_megahit_6_291_8	K01838
concoct_megahit_6_291_10	K01572
concoct_megahit_6_291_13	K01273
concoct_megahit_6_291_14	K00563
concoct_megahit_6_292_2	K06180
concoct_megahit_6_292_3	K00949
