concoct_megahit_6_1_1	K00598
vamb.megahit.488_14_62	K17836
vamb.megahit.488_14_63	K01207
vamb.megahit.488_14_64	K16899
vamb.megahit.488_14_66	K16370
vamb.megahit.488_14_67	K02769
vamb.megahit.488_14_67	K02770
vamb.megahit.488_14_68	K01624
vamb.megahit.488_14_68	K08302
vamb.megahit.488_14_69	K02768
vamb.megahit.488_14_69	K02806
vamb.megahit.488_14_70	K16898
vamb.megahit.488_14_71	K01048
vamb.megahit.488_14_75	K06147
vamb.megahit.488_14_81	K02478
vamb.megahit.488_14_81	K07704
vamb.megahit.488_14_82	K02477
vamb.megahit.488_14_83	K02443
vamb.megahit.488_14_85	K01921
vamb.megahit.488_14_91	K01077
vamb.megahit.488_14_95	K07112
vamb.megahit.488_14_97	K01990
vamb.megahit.488_14_97	K20459
vamb.megahit.488_14_98	K20460
vamb.megahit.488_14_99	K20461
vamb.megahit.488_14_105	K02013
vamb.megahit.488_14_106	K02015
vamb.megahit.488_14_107	K02016
vamb.megahit.488_14_108	K02231
vamb.megahit.488_14_109	K02233
vamb.megahit.488_14_110	K02226
vamb.megahit.488_14_111	K11752
vamb.megahit.488_14_112	K00793
vamb.megahit.488_14_113	K14652
vamb.megahit.488_14_114	K00794
vamb.megahit.488_14_115	K02015
vamb.megahit.488_14_116	K06215
vamb.megahit.488_14_117	K02007
vamb.megahit.488_14_118	K02009
vamb.megahit.488_14_119	K02008
vamb.megahit.488_14_120	K02006
vamb.megahit.488_14_121	K02190
vamb.megahit.488_14_122	K02016
vamb.megahit.488_14_123	K02013
vamb.megahit.488_14_124	K03394
vamb.megahit.488_14_125	K05934
vamb.megahit.488_14_125	K21479
vamb.megahit.488_14_126	K02016
vamb.megahit.488_14_127	K02015
vamb.megahit.488_14_128	K02013
vamb.megahit.488_14_129	K02232
vamb.megahit.488_14_130	K02227
vamb.megahit.488_14_131	K04720
vamb.megahit.488_14_132	K02224
vamb.megahit.488_14_133	K06042
vamb.megahit.488_14_134	K02188
vamb.megahit.488_14_135	K00595
vamb.megahit.488_14_135	K03399
vamb.megahit.488_14_136	K00595
vamb.megahit.488_14_136	K02191
vamb.megahit.488_14_137	K05936
vamb.megahit.488_14_138	K02189
vamb.megahit.488_14_139	K05895
vamb.megahit.488_14_140	K07162
vamb.megahit.488_14_143	K01572
vamb.megahit.488_14_147	K07079
vamb.megahit.488_14_151	K11261
vamb.megahit.488_14_152	K02015
vamb.megahit.488_14_153	K02013
vamb.megahit.488_14_154	K02016
vamb.megahit.488_14_155	K04652
vamb.megahit.488_14_157	K04651
vamb.megahit.488_14_158	K02050
vamb.megahit.488_14_159	K02051
vamb.megahit.488_14_160	K02052
vamb.megahit.488_14_171	K06148
vamb.megahit.488_14_173	K06153
vamb.megahit.488_14_177	K01667
vamb.megahit.488_14_178	K01996
vamb.megahit.488_14_179	K01995
vamb.megahit.488_14_180	K01998
vamb.megahit.488_14_181	K01997
vamb.megahit.488_14_182	K01999
vamb.megahit.488_14_184	K09776
vamb.megahit.488_14_185	K01266
vamb.megahit.488_14_187	K01681
vamb.megahit.488_14_188	K00030
vamb.megahit.488_14_189	K01958
vamb.megahit.488_14_190	K00882
vamb.megahit.488_14_190	K00917
vamb.megahit.488_14_192	K06928
vamb.megahit.488_14_199	K16925
vamb.megahit.488_14_202	K16785
vamb.megahit.488_14_202	K16786
vamb.megahit.488_14_202	K16787
vamb.megahit.488_14_203	K16787
vamb.megahit.488_14_204	K16785
vamb.megahit.488_14_205	K03753
vamb.megahit.488_14_212	K01872
vamb.megahit.488_14_213	K02238
vamb.megahit.488_14_214	K02340
vamb.megahit.488_14_215	K02968
vamb.megahit.488_14_216	K06012
vamb.megahit.488_14_217	K06385
vamb.megahit.488_14_218	K03100
vamb.megahit.488_14_220	K03596
vamb.megahit.488_14_222	K03705
vamb.megahit.488_14_223	K03687
vamb.megahit.488_14_224	K04043
vamb.megahit.488_14_225	K03686
vamb.megahit.488_14_225	K05516
vamb.megahit.488_14_226	K02687
vamb.megahit.488_14_227	K09761
vamb.megahit.488_14_228	K18707
vamb.megahit.488_14_229	K02503
vamb.megahit.488_14_230	K02970
vamb.megahit.488_14_231	K09117
vamb.megahit.488_14_232	K07403
vamb.megahit.488_14_236	K06438
vamb.megahit.488_14_237	K06217
vamb.megahit.488_14_238	K07037
vamb.megahit.488_14_239	K01489
vamb.megahit.488_14_239	K07042
vamb.megahit.488_14_240	K00887
vamb.megahit.488_14_240	K00901
vamb.megahit.488_14_242	K01489
vamb.megahit.488_14_243	K03595
vamb.megahit.488_14_244	K03584
vamb.megahit.488_14_246	K01878
vamb.megahit.488_14_247	K01879
vamb.megahit.488_14_249	K09773
vamb.megahit.488_14_250	K01129
vamb.megahit.488_14_251	K02316
vamb.megahit.488_14_252	K03086
vamb.megahit.488_14_253	K06967
vamb.megahit.488_14_255	K07164
vamb.megahit.488_14_256	K14059
vamb.megahit.488_14_268	K01751
vamb.megahit.488_14_271	K12527
vamb.megahit.488_14_272	K00926
vamb.megahit.488_14_273	K20810
vamb.megahit.488_14_274	K03458
vamb.megahit.488_14_275	K01464
vamb.megahit.488_14_277	K07141
vamb.megahit.488_14_278	K02016
vamb.megahit.488_14_279	K22349
vamb.megahit.488_14_280	K22349
vamb.megahit.488_14_281	K22349
vamb.megahit.488_14_282	K00286
vamb.megahit.488_14_283	K06147
vamb.megahit.488_14_288	K01183
vamb.megahit.488_14_288	K01728
vamb.megahit.488_14_295	K01491
vamb.megahit.488_14_296	K06378
vamb.megahit.488_14_297	K06379
vamb.megahit.488_14_298	K03091
vamb.megahit.488_14_300	K06403
vamb.megahit.488_14_301	K06405
vamb.megahit.488_14_302	K06406
vamb.megahit.488_14_303	K06407
vamb.megahit.488_14_304	K05366
vamb.megahit.488_14_306	K03665
vamb.megahit.488_14_309	K06929
vamb.megahit.488_14_310	K07090
vamb.megahit.488_14_311	K07090
vamb.megahit.488_14_312	K01916
vamb.megahit.488_14_317	K01736
vamb.megahit.488_14_318	K01735
vamb.megahit.488_14_318	K13829
vamb.megahit.488_14_319	K00800
vamb.megahit.488_14_320	K15024
vamb.megahit.488_14_321	K01619
vamb.megahit.488_14_322	K09700
vamb.megahit.488_14_324	K02803
vamb.megahit.488_14_324	K02804
vamb.megahit.488_14_326	K06942
vamb.megahit.488_14_328	K13292
vamb.megahit.488_14_329	K03925
vamb.megahit.488_14_330	K03438
vamb.megahit.488_14_331	K05589
vamb.megahit.488_14_331	K12065
vamb.megahit.488_14_331	K13052
vamb.megahit.488_14_332	K03587
vamb.megahit.488_14_332	K08384
vamb.megahit.488_14_333	K01928
vamb.megahit.488_14_334	K01000
vamb.megahit.488_14_335	K01925
vamb.megahit.488_14_336	K03588
vamb.megahit.488_14_337	K02563
vamb.megahit.488_14_338	K00790
vamb.megahit.488_14_339	K03589
vamb.megahit.488_14_343	K03531
vamb.megahit.488_14_344	K06383
vamb.megahit.488_14_345	K03091
vamb.megahit.488_14_346	K03091
vamb.megahit.488_14_348	K07738
vamb.megahit.488_14_349	K05810
vamb.megahit.488_14_350	K06714
vamb.megahit.488_14_351	K21672
vamb.megahit.488_14_352	K21399
vamb.megahit.488_14_353	K21400
vamb.megahit.488_14_354	K17899
vamb.megahit.488_14_355	K17898
vamb.megahit.488_14_357	K21898
vamb.megahit.488_14_368	K06147
vamb.megahit.488_14_370	K07478
vamb.megahit.488_14_371	K01893
vamb.megahit.488_14_372	K01869
vamb.megahit.488_14_375	K00973
vamb.megahit.488_14_380	K04487
vamb.megahit.488_14_381	K04488
vamb.megahit.488_14_385	K01872
vamb.megahit.488_14_389	K07447
vamb.megahit.488_14_391	K03711
vamb.megahit.488_14_392	K12574
vamb.megahit.488_14_395	K07082
vamb.megahit.488_14_397	K08303
vamb.megahit.488_14_398	K00876
vamb.megahit.488_14_399	K05515
vamb.megahit.488_14_400	K03091
vamb.megahit.488_14_401	K06400
vamb.megahit.488_14_415	K07741
vamb.megahit.488_14_422	K07455
vamb.megahit.488_14_449	K12573
vamb.megahit.488_14_452	K21471
vamb.megahit.488_14_457	K07496
vamb.megahit.488_14_464	K03332
vamb.megahit.488_14_469	K01448
vamb.megahit.488_14_472	K03091
vamb.megahit.488_14_473	K22278
vamb.megahit.488_14_475	K00014
vamb.megahit.488_14_476	K02652
vamb.megahit.488_14_477	K02669
vamb.megahit.488_14_478	K02653
vamb.megahit.488_14_479	K02650
vamb.megahit.488_14_480	K02654
vamb.megahit.488_14_481	K02662
vamb.megahit.488_14_482	K02662
vamb.megahit.488_14_482	K02663
vamb.megahit.488_14_482	K12289
vamb.megahit.488_14_483	K02664
vamb.megahit.488_14_489	K02241
vamb.megahit.488_14_490	K00891
vamb.megahit.488_14_491	K03786
vamb.megahit.488_14_492	K02356
vamb.megahit.488_14_494	K06390
vamb.megahit.488_14_495	K06391
vamb.megahit.488_14_496	K06392
vamb.megahit.488_14_497	K06393
vamb.megahit.488_14_498	K06394
vamb.megahit.488_14_499	K06395
vamb.megahit.488_14_500	K06396
vamb.megahit.488_14_501	K06397
vamb.megahit.488_14_505	K03625
vamb.megahit.488_14_506	K01409
vamb.megahit.488_14_507	K03601
vamb.megahit.488_14_508	K03602
vamb.megahit.488_14_509	K13789
vamb.megahit.488_14_511	K06442
vamb.megahit.488_14_512	K03631
vamb.megahit.488_14_513	K06399
vamb.megahit.488_14_514	K07699
vamb.megahit.488_14_520	K01515
vamb.megahit.488_14_521	K06384
vamb.megahit.488_14_522	K04763
vamb.megahit.488_14_523	K03783
vamb.megahit.488_14_524	K00756
vamb.megahit.488_14_524	K00758
vamb.megahit.488_14_525	K07258
vamb.megahit.488_14_527	K05896
vamb.megahit.488_14_528	K06024
vamb.megahit.488_14_531	K07258
vamb.megahit.488_14_532	K06178
vamb.megahit.488_14_532	K06183
vamb.megahit.488_14_535	K01571
vamb.megahit.488_14_536	K00176
vamb.megahit.488_14_537	K00174
vamb.megahit.488_14_538	K00175
vamb.megahit.488_14_539	K00177
vamb.megahit.488_14_544	K02226
vamb.megahit.488_14_544	K22305
vamb.megahit.488_14_545	K07007
vamb.megahit.488_14_547	K06208
vamb.megahit.488_14_548	K00945
vamb.megahit.488_14_549	K00655
vamb.megahit.488_14_550	K02945
vamb.megahit.488_14_550	K03527
vamb.megahit.488_14_551	K00575
vamb.megahit.488_14_553	K01179
vamb.megahit.488_14_554	K01179
vamb.megahit.77_1_1	K06385
vamb.megahit.77_1_2	K07045
vamb.megahit.77_2_9	K03091
vamb.megahit.77_2_11	K03218
vamb.megahit.77_2_12	K11145
vamb.megahit.77_2_13	K06436
vamb.megahit.77_2_14	K00854
vamb.megahit.77_2_18	K07318
vamb.megahit.77_2_20	K05919
vamb.megahit.77_2_23	K00175
vamb.megahit.77_2_24	K00174
vamb.megahit.77_2_26	K02217
vamb.megahit.77_2_28	K03406
vamb.megahit.77_2_41	K06306
vamb.megahit.77_2_43	K01897
vamb.megahit.77_2_44	K03386
vamb.megahit.77_2_45	K00384
vamb.megahit.77_2_47	K02006
vamb.megahit.77_2_48	K02008
vamb.megahit.77_2_49	K02007
vamb.megahit.77_2_51	K06183
vamb.megahit.77_2_54	K01599
vamb.megahit.77_2_55	K01657
vamb.megahit.77_2_56	K01658
vamb.megahit.77_2_57	K00766
vamb.megahit.77_2_57	K13497
vamb.megahit.77_2_58	K01609
vamb.megahit.77_2_59	K01817
vamb.megahit.77_2_60	K01696
vamb.megahit.77_2_61	K01695
vamb.megahit.77_2_63	K01681
vamb.megahit.77_2_65	K03406
vamb.megahit.77_2_70	K01744
vamb.megahit.77_2_71	K02226
vamb.megahit.77_2_72	K02233
vamb.megahit.77_2_73	K02231
vamb.megahit.77_2_74	K04720
vamb.megahit.77_2_75	K02227
vamb.megahit.77_2_76	K02232
vamb.megahit.77_2_77	K02224
vamb.megahit.77_2_78	K03794
vamb.megahit.77_2_78	K03795
vamb.megahit.77_2_79	K01845
vamb.megahit.77_2_80	K01698
vamb.megahit.77_2_81	K02302
vamb.megahit.77_2_81	K02303
vamb.megahit.77_2_81	K13542
vamb.megahit.77_2_82	K01749
vamb.megahit.77_2_83	K02304
vamb.megahit.77_2_84	K05895
vamb.megahit.77_2_85	K05934
vamb.megahit.77_2_85	K21479
vamb.megahit.77_2_86	K02492
vamb.megahit.77_2_87	K02189
vamb.megahit.77_2_88	K05936
vamb.megahit.77_2_89	K03394
vamb.megahit.77_2_90	K00595
vamb.megahit.77_2_90	K02191
vamb.megahit.77_2_91	K02188
vamb.megahit.77_2_92	K06042
vamb.megahit.77_2_93	K09815
vamb.megahit.77_2_93	K09818
vamb.megahit.77_2_94	K09817
vamb.megahit.77_2_96	K00008
vamb.megahit.77_2_97	K17213
vamb.megahit.77_2_98	K02057
vamb.megahit.77_2_98	K17214
vamb.megahit.77_2_99	K17215
vamb.megahit.77_2_102	K19221
vamb.megahit.77_2_103	K07706
vamb.megahit.77_2_106	K01689
vamb.megahit.77_2_107	K15633
vamb.megahit.77_2_108	K00927
vamb.megahit.77_2_108	K01803
vamb.megahit.77_2_109	K00134
vamb.megahit.77_2_110	K01163
vamb.megahit.77_2_111	K21071
vamb.megahit.77_2_112	K01258
vamb.megahit.77_2_113	K03216
vamb.megahit.77_2_114	K03409
vamb.megahit.77_2_115	K03716
vamb.megahit.77_2_116	K06407
vamb.megahit.77_2_117	K06407
vamb.megahit.77_2_118	K06406
vamb.megahit.77_2_119	K06405
vamb.megahit.77_2_121	K03091
vamb.megahit.77_2_122	K06379
vamb.megahit.77_2_123	K06378
vamb.megahit.77_2_124	K11189
vamb.megahit.77_2_125	K09762
vamb.megahit.77_2_128	K06958
vamb.megahit.77_2_129	K00075
vamb.megahit.77_2_130	K04477
vamb.megahit.77_2_131	K06023
vamb.megahit.77_2_132	K15987
vamb.megahit.77_2_133	K00261
vamb.megahit.77_2_133	K00262
vamb.megahit.77_2_134	K00266
vamb.megahit.77_2_135	K00528
vamb.megahit.77_2_135	K16951
vamb.megahit.77_2_136	K00297
vamb.megahit.77_2_139	K09157
vamb.megahit.77_2_140	K07166
vamb.megahit.77_2_141	K01567
vamb.megahit.77_2_142	K06402
vamb.megahit.77_2_143	K21471
vamb.megahit.77_2_145	K01734
vamb.megahit.77_2_146	K03608
vamb.megahit.77_2_147	K03609
vamb.megahit.77_2_148	K03610
vamb.megahit.77_2_149	K05515
vamb.megahit.77_2_150	K03571
vamb.megahit.77_2_151	K03570
vamb.megahit.77_2_152	K03569
vamb.megahit.77_2_153	K03630
vamb.megahit.77_2_154	K06287
vamb.megahit.77_2_156	K07814
vamb.megahit.77_2_159	K07027
vamb.megahit.77_2_161	K01893
vamb.megahit.77_2_162	K21900
vamb.megahit.77_2_163	K01572
vamb.megahit.77_2_166	K03324
vamb.megahit.77_2_167	K03308
vamb.megahit.77_2_169	K00031
vamb.megahit.77_2_172	K07001
vamb.megahit.77_2_174	K03182
vamb.megahit.77_2_174	K16239
vamb.megahit.77_2_175	K03179
vamb.megahit.77_2_176	K03186
vamb.megahit.77_2_177	K02051
vamb.megahit.77_2_178	K02049
vamb.megahit.77_2_179	K02050
vamb.megahit.77_2_180	K16785
vamb.megahit.77_2_181	K16786
vamb.megahit.77_2_181	K16787
vamb.megahit.77_2_182	K16786
vamb.megahit.77_2_184	K01912
vamb.megahit.77_2_185	K00180
vamb.megahit.77_2_186	K00179
vamb.megahit.77_2_187	K04069
vamb.megahit.77_2_191	K00656
vamb.megahit.77_2_192	K00656
vamb.megahit.77_2_192	K20038
vamb.megahit.77_2_196	K07238
vamb.megahit.77_2_198	K19955
vamb.megahit.77_2_203	K03466
vamb.megahit.77_2_205	K07216
vamb.megahit.77_2_208	K02028
vamb.megahit.77_2_209	K02029
vamb.megahit.77_2_210	K02030
vamb.megahit.77_2_211	K07045
vamb.megahit.77_2_214	K06518
vamb.megahit.77_2_215	K02103
vamb.megahit.77_2_217	K07088
vamb.megahit.77_2_218	K00027
vamb.megahit.77_3_2	K00844
vamb.megahit.77_3_3	K03710
vamb.megahit.77_3_4	K10439
vamb.megahit.77_3_5	K10441
vamb.megahit.77_3_6	K10440
vamb.megahit.77_3_7	K10440
vamb.megahit.77_3_9	K00963
vamb.megahit.77_3_11	K07138
vamb.megahit.77_3_16	K02372
vamb.megahit.77_3_17	K01924
vamb.megahit.77_3_18	K09685
vamb.megahit.77_3_19	K06412
vamb.megahit.77_3_20	K04042
vamb.megahit.77_3_21	K00948
vamb.megahit.77_3_22	K01056
vamb.megahit.77_3_23	K03723
vamb.megahit.77_3_24	K07533
vamb.megahit.77_3_25	K04769
vamb.megahit.77_4_2	K03406
vamb.megahit.77_4_7	K07238
vamb.megahit.77_4_8	K01534
vamb.megahit.77_4_9	K21903
vamb.megahit.77_4_11	K03737
vamb.megahit.77_4_15	K01572
vamb.megahit.77_4_16	K00948
vamb.megahit.77_4_18	K01447
vamb.megahit.77_4_19	K02238
vamb.megahit.77_4_20	K02340
vamb.megahit.77_4_21	K02968
vamb.megahit.77_4_26	K07718
vamb.megahit.77_4_27	K07718
vamb.megahit.77_4_28	K07720
vamb.megahit.77_4_29	K02058
vamb.megahit.77_4_33	K02058
vamb.megahit.77_4_34	K02056
vamb.megahit.77_4_34	K10441
vamb.megahit.77_4_35	K02056
vamb.megahit.77_4_35	K10441
vamb.megahit.77_4_36	K02057
vamb.megahit.77_4_37	K02057
vamb.megahit.77_4_38	K02057
vamb.megahit.77_4_39	K07718
vamb.megahit.77_4_40	K03406
vamb.megahit.77_4_42	K00966
vamb.megahit.77_4_42	K16881
vamb.megahit.77_4_48	K01567
vamb.megahit.77_4_50	K06438
vamb.megahit.77_4_51	K06217
vamb.megahit.77_4_52	K07037
vamb.megahit.77_4_53	K01489
vamb.megahit.77_4_53	K07042
vamb.megahit.77_4_54	K00887
vamb.megahit.77_4_54	K00901
vamb.megahit.77_4_55	K01489
vamb.megahit.77_4_56	K03595
vamb.megahit.77_4_58	K03584
vamb.megahit.77_4_61	K00928
vamb.megahit.77_4_62	K00215
vamb.megahit.77_4_63	K01714
vamb.megahit.77_4_64	K00133
vamb.megahit.77_4_65	K06381
vamb.megahit.77_4_66	K07568
vamb.megahit.77_4_67	K00773
vamb.megahit.77_4_68	K03210
vamb.megahit.77_5_1	K02884
vamb.megahit.77_5_2	K03100
vamb.megahit.77_5_3	K14540
vamb.megahit.77_5_4	K03470
vamb.megahit.77_5_6	K04061
vamb.megahit.77_5_7	K07460
vamb.megahit.77_5_8	K01273
vamb.megahit.77_5_10	K03716
vamb.megahit.77_5_13	K01756
vamb.megahit.77_5_14	K03710
vamb.megahit.77_5_19	K03733
vamb.megahit.77_5_19	K04763
vamb.megahit.77_5_22	K02431
vamb.megahit.77_5_24	K04486
vamb.megahit.77_5_25	K00566
vamb.megahit.77_5_26	K04488
vamb.megahit.77_5_27	K04487
vamb.megahit.77_5_29	K01599
vamb.megahit.77_5_32	K02057
vamb.megahit.77_5_32	K10440
vamb.megahit.77_5_33	K02056
vamb.megahit.77_5_34	K02058
vamb.megahit.77_5_34	K10439
vamb.megahit.77_5_35	K10439
vamb.megahit.77_5_36	K07718
vamb.megahit.77_5_37	K07720
vamb.megahit.77_5_40	K07478
vamb.megahit.77_5_42	K04771
vamb.megahit.77_5_43	K00600
vamb.megahit.77_5_44	K04655
vamb.megahit.77_5_45	K18346
vamb.megahit.77_5_46	K03151
vamb.megahit.77_5_47	K04487
vamb.megahit.77_5_50	K01356
vamb.megahit.77_5_51	K03666
vamb.megahit.77_5_52	K00791
vamb.megahit.77_5_53	K03572
vamb.megahit.77_5_54	K03555
vamb.megahit.77_5_55	K06168
vamb.megahit.77_6_1	K20276
vamb.megahit.77_6_3	K03744
vamb.megahit.77_6_6	K03088
vamb.megahit.77_7_2	K06871
vamb.megahit.77_7_5	K09163
vamb.megahit.77_7_6	K03072
vamb.megahit.77_7_6	K12257
vamb.megahit.77_7_7	K03074
vamb.megahit.77_8_1	K00170
vamb.megahit.77_8_2	K00169
vamb.megahit.77_8_3	K00171
vamb.megahit.77_8_4	K00172
vamb.megahit.77_8_5	K06317
vamb.megahit.77_8_8	K18346
vamb.megahit.77_8_11	K02342
vamb.megahit.77_8_11	K03763
vamb.megahit.77_8_12	K01875
vamb.megahit.77_8_15	K03497
vamb.megahit.77_8_16	K03496
vamb.megahit.77_8_18	K02470
vamb.megahit.77_8_20	K03629
vamb.megahit.77_8_21	K14761
vamb.megahit.77_8_22	K02338
vamb.megahit.77_8_23	K02313
vamb.megahit.77_8_24	K03536
vamb.megahit.77_8_25	K03217
vamb.megahit.77_8_26	K06346
vamb.megahit.77_8_27	K03650
vamb.megahit.77_8_28	K03495
vamb.megahit.77_8_29	K03501
vamb.megahit.77_8_30	K03497
vamb.megahit.77_8_31	K02469
vamb.megahit.77_9_5	K03308
vamb.megahit.77_9_7	K03406
vamb.megahit.77_10_1	K07491
vamb.megahit.77_10_3	K03708
vamb.megahit.77_10_4	K19411
vamb.megahit.77_10_5	K19405
vamb.megahit.77_10_6	K03695
vamb.megahit.77_10_6	K03696
vamb.megahit.77_10_10	K04485
vamb.megahit.77_10_12	K07736
vamb.megahit.77_10_14	K00991
vamb.megahit.77_10_14	K21030
vamb.megahit.77_10_15	K01770
vamb.megahit.77_10_15	K12506
vamb.megahit.77_10_16	K01881
vamb.megahit.77_10_18	K06179
vamb.megahit.77_10_25	K10914
vamb.megahit.77_10_25	K21563
vamb.megahit.77_10_26	K02443
vamb.megahit.77_10_27	K00111
vamb.megahit.77_10_29	K00096
vamb.megahit.77_10_30	K01101
vamb.megahit.77_10_30	K02566
vamb.megahit.77_10_32	K00864
vamb.megahit.77_10_33	K01483
vamb.megahit.77_10_36	K09988
vamb.megahit.77_10_37	K00009
vamb.megahit.77_10_40	K07718
vamb.megahit.77_10_41	K07720
vamb.megahit.77_10_42	K10439
vamb.megahit.77_10_45	K02027
vamb.megahit.77_10_45	K10117
vamb.megahit.77_10_46	K02025
vamb.megahit.77_10_47	K02026
vamb.megahit.77_10_47	K17317
vamb.megahit.77_10_48	K01599
vamb.megahit.77_10_51	K02027
vamb.megahit.77_10_52	K02025
vamb.megahit.77_10_53	K02026
vamb.megahit.77_10_55	K00847
vamb.megahit.77_10_56	K06959
vamb.megahit.77_10_58	K01449
vamb.megahit.77_10_64	K06196
vamb.megahit.77_10_65	K06196
vamb.megahit.77_10_66	K00384
vamb.megahit.77_10_71	K09776
vamb.megahit.77_10_75	K00001
vamb.megahit.77_10_76	K00823
vamb.megahit.77_10_76	K07250
vamb.megahit.77_10_78	K12251
vamb.megahit.77_10_79	K10536
vamb.megahit.77_10_80	K00128
vamb.megahit.77_10_81	K11072
vamb.megahit.77_10_83	K11071
vamb.megahit.77_10_84	K11070
vamb.megahit.77_10_85	K11069
vamb.megahit.77_10_86	K09251
vamb.megahit.77_10_87	K17234
vamb.megahit.77_10_88	K17235
vamb.megahit.77_10_89	K10190
vamb.megahit.77_10_90	K01209
vamb.megahit.77_10_97	K03296
vamb.megahit.77_10_98	K02529
vamb.megahit.77_10_101	K01921
vamb.megahit.77_10_101	K18856
vamb.megahit.77_10_102	K01776
vamb.megahit.77_10_104	K01887
vamb.megahit.77_10_110	K03797
vamb.megahit.77_10_111	K01937
vamb.megahit.77_10_112	K06387
vamb.megahit.77_10_113	K00088
vamb.megahit.77_10_114	K07718
vamb.megahit.77_10_116	K02027
vamb.megahit.77_10_118	K10441
vamb.megahit.77_10_120	K01599
vamb.megahit.77_10_122	K03624
vamb.megahit.77_10_123	K04567
vamb.megahit.77_10_125	K04749
vamb.megahit.77_10_126	K04757
vamb.megahit.77_10_127	K03090
vamb.megahit.77_10_127	K03091
vamb.megahit.77_10_128	K04757
vamb.megahit.77_11_1	K02056
vamb.megahit.77_11_2	K02058
vamb.megahit.77_11_3	K01805
vamb.megahit.77_11_5	K06382
vamb.megahit.77_11_7	K03093
vamb.megahit.77_11_8	K00848
vamb.megahit.77_11_8	K00879
vamb.megahit.77_11_9	K01818
vamb.megahit.77_11_10	K01775
vamb.megahit.77_11_10	K02529
vamb.megahit.77_12_2	K06400
vamb.megahit.77_12_11	K03086
vamb.megahit.77_12_11	K03091
vamb.megahit.77_12_21	K03407
vamb.megahit.77_12_22	K03408
vamb.megahit.77_12_23	K03406
vamb.megahit.77_12_24	K02015
vamb.megahit.77_12_25	K02013
vamb.megahit.77_12_26	K02016
vamb.megahit.77_12_30	K21636
vamb.megahit.77_12_31	K04069
vamb.megahit.77_12_32	K02016
vamb.megahit.77_12_33	K02015
vamb.megahit.77_12_34	K02013
vamb.megahit.77_13_6	K07720
vamb.megahit.77_13_7	K10117
vamb.megahit.77_13_8	K10118
vamb.megahit.77_13_9	K10119
vamb.megahit.77_13_10	K05350
vamb.megahit.77_13_12	K04759
vamb.megahit.77_13_13	K04758
vamb.megahit.77_13_14	K03709
vamb.megahit.77_13_18	K10117
vamb.megahit.77_13_19	K02025
vamb.megahit.77_13_19	K10118
vamb.megahit.77_13_20	K10119
vamb.megahit.77_14_2	K00611
vamb.megahit.77_14_2	K09065
vamb.megahit.77_14_2	K13252
vamb.megahit.77_14_3	K01955
vamb.megahit.77_14_4	K01956
vamb.megahit.77_14_5	K00821
vamb.megahit.77_14_6	K00930
vamb.megahit.77_14_7	K00145
vamb.megahit.77_14_8	K10112
vamb.megahit.77_14_9	K02647
vamb.megahit.77_14_10	K09812
vamb.megahit.77_14_11	K09811
vamb.megahit.77_14_12	K21471
vamb.megahit.77_14_13	K03797
vamb.megahit.77_14_16	K07443
vamb.megahit.77_14_17	K03704
vamb.megahit.77_14_18	K04083
vamb.megahit.77_15_1	K00666
vamb.megahit.77_15_3	K10947
vamb.megahit.77_15_5	K07124
vamb.megahit.77_15_11	K02004
vamb.megahit.77_15_11	K11636
vamb.megahit.77_15_12	K02003
vamb.megahit.77_15_16	K03744
vamb.megahit.77_15_21	K07777
vamb.megahit.77_16_1	K12960
vamb.megahit.77_16_1	K20810
vamb.megahit.77_16_2	K01251
vamb.megahit.77_16_3	K03783
vamb.megahit.77_16_4	K06415
vamb.megahit.77_16_5	K09786
vamb.megahit.77_16_6	K07180
vamb.megahit.77_16_9	K02347
vamb.megahit.77_16_10	K09126
vamb.megahit.77_16_11	K02654
vamb.megahit.77_16_17	K00652
vamb.megahit.77_16_18	K07150
vamb.megahit.77_16_20	K19824
vamb.megahit.77_16_21	K00560
vamb.megahit.77_16_22	K00208
vamb.megahit.77_16_23	K03534
vamb.megahit.77_17_1	K00627
vamb.megahit.77_17_2	K00162
vamb.megahit.77_17_2	K21417
vamb.megahit.77_17_3	K00161
vamb.megahit.77_17_3	K21416
vamb.megahit.77_17_4	K04069
vamb.megahit.77_17_5	K00854
vamb.megahit.77_17_6	K00656
vamb.megahit.77_17_7	K17205
vamb.megahit.77_17_8	K10440
vamb.megahit.77_17_9	K17215
vamb.megahit.77_17_10	K10441
vamb.megahit.77_17_16	K07560
vamb.megahit.77_17_17	K00951
vamb.megahit.77_17_18	K00759
vamb.megahit.77_17_19	K07462
vamb.megahit.77_17_20	K09117
vamb.megahit.77_17_21	K02970
vamb.megahit.77_17_22	K02503
vamb.megahit.77_17_23	K01872
vamb.megahit.77_17_28	K00058
vamb.megahit.77_17_29	K00058
vamb.megahit.77_18_2	K10440
vamb.megahit.77_18_5	K10439
vamb.megahit.77_18_6	K03335
vamb.megahit.77_18_8	K02058
vamb.megahit.77_18_9	K10440
vamb.megahit.77_18_10	K02057
vamb.megahit.77_18_11	K02056
vamb.megahit.77_18_12	K10441
vamb.megahit.77_19_1	K06383
vamb.megahit.77_19_2	K03091
vamb.megahit.77_19_3	K03091
vamb.megahit.77_19_5	K07738
vamb.megahit.77_19_7	K07391
vamb.megahit.77_19_8	K04096
vamb.megahit.77_19_10	K03168
vamb.megahit.77_19_11	K04094
