metabat2.spades.25_1_1	K00973
metabat2.spades.25_17_70	K13963
metabat2.spades.25_17_71	K13963
metabat2.spades.25_17_72	K01989
metabat2.spades.25_17_73	K05833
metabat2.spades.25_17_74	K05832
metabat2.spades.25_17_77	K00611
metabat2.spades.25_17_77	K09065
metabat2.spades.25_17_77	K13252

metabat2.spades.25_17_78	K16937
metabat2.spades.25_17_79	K00390
metabat2.spades.25_17_80	K01897
metabat2.spades.25_17_81	K13770
metabat2.spades.25_17_82	K03521
metabat2.spades.25_17_83	K03522
metabat2.spades.25_17_84	K07516
metabat2.spades.25_17_85	K00626
metabat2.spades.25_17_85	K00632

metabat2.spades.25_17_87	K02416
metabat2.spades.25_17_88	K03409
metabat2.spades.25_17_89	K02392
metabat2.spades.25_17_90	K02387
metabat2.spades.25_17_91	K02388
metabat2.spades.25_17_92	K02408
metabat2.spades.25_18_4	K01265
metabat2.spades.25_18_5	K04486
metabat2.spades.25_18_7	K00459
metabat2.spades.25_18_7	K02371

metabat2.spades.25_18_15	K15987
metabat2.spades.25_18_18	K03186
metabat2.spades.25_18_19	K01868
metabat2.spades.25_18_20	K01733
metabat2.spades.25_18_21	K00872
metabat2.spades.25_18_24	K03924
metabat2.spades.25_18_25	K06196
metabat2.spades.25_18_27	K21600
metabat2.spades.25_18_33	K00031
metabat2.spades.25_18_34	K00016
metabat2.spades.25_18_34	K00024

metabat2.spades.25_18_35	K01647
metabat2.spades.25_18_36	K03798
metabat2.spades.25_18_37	K00931
metabat2.spades.25_18_38	K00147
metabat2.spades.25_18_39	K19333
metabat2.spades.25_18_42	K01677
metabat2.spades.25_18_43	K01678
metabat2.spades.25_18_44	K01903
metabat2.spades.25_18_45	K01902
metabat2.spades.25_18_49	K03088
metabat2.spades.25_18_51	K15024
metabat2.spades.25_18_52	K00590
metabat2.spades.25_18_54	K00205
metabat2.spades.25_18_54	K00362
metabat2.spades.25_18_54	K02573
metabat2.spades.25_18_54	K03518
metabat2.spades.25_18_54	K05927
metabat2.spades.25_18_54	K07302

metabat2.spades.25_18_55	K00303
metabat2.spades.25_18_56	K07160
metabat2.spades.25_18_59	K03833
metabat2.spades.25_18_59	K12573
metabat2.spades.25_18_59	K21786

metabat2.spades.25_18_60	K02051
metabat2.spades.25_18_61	K02049
metabat2.spades.25_18_62	K02050
metabat2.spades.25_18_63	K03183
metabat2.spades.25_18_64	K00663
metabat2.spades.25_18_68	K02454
metabat2.spades.25_18_68	K02652

metabat2.spades.25_18_69	K02653
metabat2.spades.25_18_70	K02456
metabat2.spades.25_18_70	K02650

metabat2.spades.25_18_73	K02662
metabat2.spades.25_19_1	K05366
metabat2.spades.25_19_2	K02226
metabat2.spades.25_19_2	K15634
metabat2.spades.25_19_2	K15640

metabat2.spades.25_19_3	K03665
metabat2.spades.25_19_4	K06286
metabat2.spades.25_19_4	K07158

metabat2.spades.25_19_5	K00615
metabat2.spades.25_19_6	K07301
metabat2.spades.25_19_7	K07149
metabat2.spades.25_19_10	K01703
metabat2.spades.25_19_11	K01704
metabat2.spades.25_19_17	K01990
metabat2.spades.25_19_19	K06295
metabat2.spades.25_19_20	K06309
metabat2.spades.25_19_21	K06297
metabat2.spades.25_19_24	K02862
metabat2.spades.25_19_25	K02277
metabat2.spades.25_19_26	K02276
metabat2.spades.25_19_27	K02274
metabat2.spades.25_19_27	K02827

metabat2.spades.25_19_28	K02275
metabat2.spades.25_19_28	K02826

metabat2.spades.25_19_30	K07152
metabat2.spades.25_19_31	K02257
metabat2.spades.25_19_32	K08976
metabat2.spades.25_19_34	K11622
metabat2.spades.25_19_35	K01989
metabat2.spades.25_19_37	K02481
metabat2.spades.25_19_39	K18996
metabat2.spades.25_19_39	K21258

metabat2.spades.25_19_40	K00266
metabat2.spades.25_19_42	K00528
metabat2.spades.25_19_42	K16951

metabat2.spades.25_19_43	K00169
metabat2.spades.25_19_43	K00170

metabat2.spades.25_19_44	K00172
metabat2.spades.25_20_3	K07497
metabat2.spades.25_20_5	K00790
metabat2.spades.25_20_6	K03588
metabat2.spades.25_20_7	K00626
metabat2.spades.25_20_8	K00074
metabat2.spades.25_20_11	K03833
metabat2.spades.25_20_11	K12573
metabat2.spades.25_20_11	K21786

metabat2.spades.25_20_13	K03750
metabat2.spades.25_20_14	K03750
metabat2.spades.25_20_14	K07219

metabat2.spades.25_20_15	K03639
metabat2.spades.25_20_16	K03637
metabat2.spades.25_20_17	K03088
metabat2.spades.25_20_18	K03088
metabat2.spades.25_20_21	K02347
metabat2.spades.25_20_22	K04078
metabat2.spades.25_20_23	K04077
metabat2.spades.25_20_24	K01560
metabat2.spades.25_20_24	K07025

metabat2.spades.25_20_28	K00145
metabat2.spades.25_20_29	K00619
metabat2.spades.25_20_30	K00620
metabat2.spades.25_20_33	K00366
metabat2.spades.25_20_33	K03636
metabat2.spades.25_20_33	K21029
metabat2.spades.25_20_33	K21147

metabat2.spades.25_20_34	K03738
metabat2.spades.25_20_35	K06714
metabat2.spades.25_20_38	K00930
metabat2.spades.25_20_39	K00821
metabat2.spades.25_20_40	K06889
metabat2.spades.25_20_41	K07192
metabat2.spades.25_20_44	K09825
metabat2.spades.25_20_45	K01534
metabat2.spades.25_20_46	K01940
metabat2.spades.25_20_48	K00384
metabat2.spades.25_20_49	K03671
metabat2.spades.25_20_50	K10671
metabat2.spades.25_20_51	K10670
metabat2.spades.25_20_52	K10670
metabat2.spades.25_20_53	K10672
metabat2.spades.25_20_54	K10672
metabat2.spades.25_20_55	K21577
metabat2.spades.25_20_56	K09936
metabat2.spades.25_21_1	K07099
metabat2.spades.25_21_2	K03709
metabat2.spades.25_21_3	K08161
metabat2.spades.25_21_4	K02417
metabat2.spades.25_21_5	K06147
metabat2.spades.25_21_6	K06147
metabat2.spades.25_21_9	K03406
metabat2.spades.25_21_10	K06329
metabat2.spades.25_21_10	K06439

metabat2.spades.25_21_12	K01286
metabat2.spades.25_21_13	K02837
metabat2.spades.25_21_17	K03829
metabat2.spades.25_21_18	K03470
metabat2.spades.25_21_19	K03748
metabat2.spades.25_21_23	K09013
metabat2.spades.25_21_24	K07033
metabat2.spades.25_21_24	K09015

metabat2.spades.25_21_25	K11717
metabat2.spades.25_21_26	K04488
metabat2.spades.25_21_27	K07033
metabat2.spades.25_21_27	K09014

metabat2.spades.25_21_28	K05710
metabat2.spades.25_21_30	K00782
metabat2.spades.25_21_31	K18929
metabat2.spades.25_21_32	K18928
metabat2.spades.25_21_33	K03303
metabat2.spades.25_21_35	K03928
metabat2.spades.25_21_36	K22227
metabat2.spades.25_21_37	K02015
metabat2.spades.25_21_38	K02013
metabat2.spades.25_21_40	K00428
metabat2.spades.25_21_42	K00001
metabat2.spades.25_21_43	K03738
metabat2.spades.25_21_44	K03636
metabat2.spades.25_21_47	K07308
metabat2.spades.25_21_49	K00372
metabat2.spades.25_21_49	K02567

metabat2.spades.25_22_1	K09786
metabat2.spades.25_22_4	K13276
metabat2.spades.25_22_4	K17734

metabat2.spades.25_22_8	K07284
metabat2.spades.25_22_9	K01912
metabat2.spades.25_22_10	K01996
metabat2.spades.25_22_11	K01999
metabat2.spades.25_22_12	K01998
metabat2.spades.25_22_12	K11961

metabat2.spades.25_22_13	K01997
metabat2.spades.25_22_14	K01897
metabat2.spades.25_22_15	K01995
metabat2.spades.25_22_16	K01912
metabat2.spades.25_22_17	K06714
metabat2.spades.25_22_19	K01178
metabat2.spades.25_22_20	K01534
metabat2.spades.25_22_21	K01533
metabat2.spades.25_22_21	K17686

metabat2.spades.25_22_23	K06889
metabat2.spades.25_22_24	K01992
metabat2.spades.25_22_25	K01990
metabat2.spades.25_22_26	K01990
metabat2.spades.25_22_27	K03406
metabat2.spades.25_22_28	K03406
metabat2.spades.25_22_29	K00075
metabat2.spades.25_22_34	K06200
metabat2.spades.25_22_36	K01551
metabat2.spades.25_22_37	K01551
metabat2.spades.25_22_39	K21759
metabat2.spades.25_22_40	K01612
metabat2.spades.25_23_1	K04562
metabat2.spades.25_23_2	K02405
metabat2.spades.25_23_4	K02398
metabat2.spades.25_23_6	K02396
metabat2.spades.25_23_7	K02397
metabat2.spades.25_23_8	K06603
metabat2.spades.25_23_9	K02407
metabat2.spades.25_23_10	K02422
metabat2.spades.25_23_12	K02406
metabat2.spades.25_23_13	K02556
metabat2.spades.25_23_14	K02557
metabat2.spades.25_23_14	K11892

metabat2.spades.25_23_15	K18475
metabat2.spades.25_23_20	K03657
metabat2.spades.25_23_22	K03406
metabat2.spades.25_23_23	K11065
metabat2.spades.25_23_26	K03088
metabat2.spades.25_23_29	K06313
metabat2.spades.25_23_30	K01449
metabat2.spades.25_23_31	K16789
metabat2.spades.25_23_36	K05921
metabat2.spades.25_23_39	K06942
metabat2.spades.25_23_40	K10914
metabat2.spades.25_23_40	K21563

metabat2.spades.25_23_44	K03769
metabat2.spades.25_23_44	K07533

metabat2.spades.25_23_45	K01266
metabat2.spades.25_23_49	K00997
metabat2.spades.25_23_50	K17758
metabat2.spades.25_23_50	K17759

metabat2.spades.25_23_51	K01775
metabat2.spades.25_23_52	K07723
metabat2.spades.25_23_53	K07171
metabat2.spades.25_23_54	K07010
metabat2.spades.25_23_55	K06418
metabat2.spades.25_23_55	K06419
metabat2.spades.25_23_55	K06420
metabat2.spades.25_23_55	K06421

metabat2.spades.25_24_1	K00966
metabat2.spades.25_24_3	K01840
metabat2.spades.25_24_3	K15778

metabat2.spades.25_24_5	K06885
metabat2.spades.25_24_6	K07456
metabat2.spades.25_24_9	K06158
metabat2.spades.25_24_11	K02032
metabat2.spades.25_24_11	K10823

metabat2.spades.25_24_12	K02031
metabat2.spades.25_24_12	K15583

metabat2.spades.25_24_13	K02034
metabat2.spades.25_24_14	K02033
metabat2.spades.25_24_15	K02035
metabat2.spades.25_24_16	K01890
metabat2.spades.25_24_17	K01889
metabat2.spades.25_24_20	K03980
metabat2.spades.25_24_22	K18814
metabat2.spades.25_24_25	K03437
metabat2.spades.25_24_26	K03499
metabat2.spades.25_24_27	K03498
metabat2.spades.25_24_28	K03499
metabat2.spades.25_24_29	K02887
metabat2.spades.25_24_30	K02916
metabat2.spades.25_24_31	K02520
metabat2.spades.25_24_32	K06313
metabat2.spades.25_24_33	K01449
metabat2.spades.25_24_35	K00286
metabat2.spades.25_24_36	K18231
metabat2.spades.25_25_4	K01617
metabat2.spades.25_25_4	K02554

metabat2.spades.25_25_5	K04073
metabat2.spades.25_25_6	K01666
metabat2.spades.25_25_7	K00128
metabat2.spades.25_25_7	K00130
metabat2.spades.25_25_7	K00146
metabat2.spades.25_25_7	K00151
metabat2.spades.25_25_7	K09472
metabat2.spades.25_25_7	K10217

metabat2.spades.25_25_8	K01617
metabat2.spades.25_25_9	K01821
metabat2.spades.25_25_10	K00446
metabat2.spades.25_25_12	K00433
metabat2.spades.25_25_13	K00648
metabat2.spades.25_25_15	K01999
metabat2.spades.25_25_16	K01997
metabat2.spades.25_25_17	K01995
metabat2.spades.25_25_17	K01998

metabat2.spades.25_25_18	K01996
metabat2.spades.25_25_19	K01999
metabat2.spades.25_25_20	K01997
metabat2.spades.25_25_21	K01998
metabat2.spades.25_25_21	K11961

metabat2.spades.25_25_22	K01995
metabat2.spades.25_25_23	K01996
metabat2.spades.25_25_24	K00433
metabat2.spades.25_25_24	K01055

metabat2.spades.25_25_26	K00059
metabat2.spades.25_25_27	K00626
metabat2.spades.25_25_29	K03521
metabat2.spades.25_25_30	K03522
metabat2.spades.25_25_31	K00313
metabat2.spades.25_25_32	K03855
metabat2.spades.25_25_33	K17865
metabat2.spades.25_25_35	K09927
metabat2.spades.25_25_36	K07114
metabat2.spades.25_25_38	K13572
metabat2.spades.25_25_39	K04772
metabat2.spades.25_25_40	K02035
metabat2.spades.25_25_41	K02033
metabat2.spades.25_26_1	K00074
metabat2.spades.25_26_3	K02518
metabat2.spades.25_26_6	K01810
metabat2.spades.25_26_8	K07240
metabat2.spades.25_26_12	K01652
metabat2.spades.25_26_13	K03386
metabat2.spades.25_26_14	K03386
metabat2.spades.25_26_19	K07400
metabat2.spades.25_26_19	K13628

metabat2.spades.25_26_20	K10804
metabat2.spades.25_26_21	K11623
metabat2.spades.25_26_24	K01895
metabat2.spades.25_26_25	K00567
metabat2.spades.25_26_27	K05601
metabat2.spades.25_26_28	K01448
metabat2.spades.25_26_29	K00812
metabat2.spades.25_26_29	K10907

metabat2.spades.25_26_30	K01925
metabat2.spades.25_26_31	K02346
metabat2.spades.25_26_33	K01342
metabat2.spades.25_26_33	K13275

metabat2.spades.25_26_34	K06207
metabat2.spades.25_26_36	K02034
metabat2.spades.25_26_37	K02033
metabat2.spades.25_26_38	K02035
metabat2.spades.25_26_39	K00756
metabat2.spades.25_26_39	K00758

metabat2.spades.25_26_40	K13924
metabat2.spades.25_27_3	K00762
metabat2.spades.25_27_4	K17828
metabat2.spades.25_27_5	K02823
metabat2.spades.25_27_6	K01465
metabat2.spades.25_27_7	K00609
metabat2.spades.25_27_8	K02825
metabat2.spades.25_27_12	K01591
metabat2.spades.25_27_13	K06180
metabat2.spades.25_27_14	K03101
metabat2.spades.25_27_17	K02035
metabat2.spades.25_27_20	K07335
metabat2.spades.25_27_21	K02056
metabat2.spades.25_27_22	K02057
metabat2.spades.25_27_23	K02057
metabat2.spades.25_27_24	K03116
metabat2.spades.25_27_25	K01870
metabat2.spades.25_27_26	K04074
metabat2.spades.25_27_27	K02221
metabat2.spades.25_27_28	K09772
metabat2.spades.25_27_29	K06997
metabat2.spades.25_27_31	K05810
metabat2.spades.25_27_33	K06387
metabat2.spades.25_27_34	K03091
metabat2.spades.25_27_35	K03091
metabat2.spades.25_27_36	K06383
metabat2.spades.25_27_38	K00986
metabat2.spades.25_27_40	K01876
metabat2.spades.25_28_4	K02847
metabat2.spades.25_28_10	K00903
metabat2.spades.25_28_15	K08161
metabat2.spades.25_28_16	K06409
metabat2.spades.25_28_18	K04518
metabat2.spades.25_28_18	K14170

metabat2.spades.25_28_21	K01653
metabat2.spades.25_28_22	K00053
metabat2.spades.25_28_23	K01649
metabat2.spades.25_28_24	K00826
metabat2.spades.25_28_25	K01687
metabat2.spades.25_28_26	K01652
metabat2.spades.25_28_27	K01624
metabat2.spades.25_28_28	K00852
metabat2.spades.25_28_29	K01740
metabat2.spades.25_28_30	K06929
metabat2.spades.25_29_1	K03978
metabat2.spades.25_29_2	K01338
metabat2.spades.25_29_3	K01338
metabat2.spades.25_29_3	K04076

metabat2.spades.25_29_4	K03544
metabat2.spades.25_29_5	K01358
metabat2.spades.25_29_6	K03545
metabat2.spades.25_29_12	K02777
metabat2.spades.25_29_12	K20116
metabat2.spades.25_29_12	K20117
metabat2.spades.25_29_12	K20118

metabat2.spades.25_29_13	K02803
metabat2.spades.25_29_14	K02803
metabat2.spades.25_29_14	K02804

metabat2.spades.25_29_15	K03480
metabat2.spades.25_29_15	K03488

metabat2.spades.25_29_17	K01012
metabat2.spades.25_29_18	K03150
metabat2.spades.25_29_21	K09779
metabat2.spades.25_29_22	K07095
metabat2.spades.25_29_23	K02428
metabat2.spades.25_29_24	K00989
metabat2.spades.25_29_24	K02428

metabat2.spades.25_29_25	K01776
metabat2.spades.25_29_28	K03664
metabat2.spades.25_29_29	K12573
metabat2.spades.25_29_30	K01507
metabat2.spades.25_30_1	K07308
metabat2.spades.25_30_2	K00626
metabat2.spades.25_30_3	K11741
metabat2.spades.25_30_5	K06889
metabat2.spades.25_30_6	K03385
metabat2.spades.25_30_7	K15876
metabat2.spades.25_30_9	K13924
metabat2.spades.25_30_12	K07399
metabat2.spades.25_30_15	K08602
metabat2.spades.25_30_18	K03642
metabat2.spades.25_30_19	K00368
metabat2.spades.25_30_21	K02039
metabat2.spades.25_30_22	K02036
metabat2.spades.25_30_23	K02038
metabat2.spades.25_30_24	K02037
metabat2.spades.25_30_25	K07636
metabat2.spades.25_30_26	K02483
metabat2.spades.25_30_26	K07658

metabat2.spades.25_30_27	K02040
metabat2.spades.25_30_28	K03429
metabat2.spades.25_31_1	K00797
metabat2.spades.25_31_2	K01480
metabat2.spades.25_31_3	K01887
metabat2.spades.25_31_4	K03321
metabat2.spades.25_31_5	K01725
metabat2.spades.25_31_7	K07777
metabat2.spades.25_31_9	K07397
metabat2.spades.25_31_10	K03088
metabat2.spades.25_31_12	K07001
metabat2.spades.25_31_13	K06714
metabat2.spades.25_31_14	K18012
metabat2.spades.25_31_15	K01843
metabat2.spades.25_31_17	K01844
metabat2.spades.25_31_18	K18011
metabat2.spades.25_31_19	K03048
metabat2.spades.25_31_20	K01937
metabat2.spades.25_31_21	K06885
metabat2.spades.25_31_23	K01406
metabat2.spades.25_32_7	K18350
metabat2.spades.25_32_8	K07052
metabat2.spades.25_32_9	K21471
metabat2.spades.25_32_10	K00297
metabat2.spades.25_32_11	K00548
metabat2.spades.25_32_12	K00548
metabat2.spades.25_32_14	K01207
metabat2.spades.25_32_15	K09893
metabat2.spades.25_32_16	K03657
metabat2.spades.25_32_17	K06153
metabat2.spades.25_32_18	K02647
metabat2.spades.25_32_19	K00865
metabat2.spades.25_32_20	K03299
metabat2.spades.25_32_21	K01834
metabat2.spades.25_33_1	K10823
metabat2.spades.25_33_2	K02031
metabat2.spades.25_33_2	K15583

metabat2.spades.25_33_4	K15581
metabat2.spades.25_33_5	K15580
metabat2.spades.25_33_8	K00876
metabat2.spades.25_33_9	K04564
metabat2.spades.25_33_13	K03088
metabat2.spades.25_33_14	K00949
metabat2.spades.25_33_16	K00970
metabat2.spades.25_33_16	K00974

metabat2.spades.25_33_17	K10794
metabat2.spades.25_33_20	K02030
metabat2.spades.25_33_20	K02424

metabat2.spades.25_33_21	K02029
metabat2.spades.25_33_21	K16962

metabat2.spades.25_33_22	K02028
metabat2.spades.25_33_22	K10041

metabat2.spades.25_33_24	K07552
metabat2.spades.25_33_27	K07009
metabat2.spades.25_34_1	K02548
metabat2.spades.25_34_2	K00384
metabat2.spades.25_34_3	K03833
metabat2.spades.25_34_6	K07260
metabat2.spades.25_34_7	K21472
metabat2.spades.25_34_10	K01179
metabat2.spades.25_34_11	K01179
metabat2.spades.25_34_12	K03118
metabat2.spades.25_34_13	K19337
metabat2.spades.25_34_16	K21395
metabat2.spades.25_34_17	K03778
metabat2.spades.25_34_18	K01625
metabat2.spades.25_34_20	K00874
metabat2.spades.25_34_21	K03427
metabat2.spades.25_34_22	K01154
metabat2.spades.25_34_23	K01153
metabat2.spades.25_35_2	K02528
metabat2.spades.25_35_3	K09776
metabat2.spades.25_35_5	K00919
metabat2.spades.25_35_7	K09685
metabat2.spades.25_35_8	K01754
metabat2.spades.25_35_10	K06412
metabat2.spades.25_35_11	K04042
metabat2.spades.25_35_12	K00948
metabat2.spades.25_35_13	K01056
metabat2.spades.25_35_16	K03723
metabat2.spades.25_35_17	K04769
metabat2.spades.25_35_18	K06409
metabat2.spades.25_35_19	K06409
metabat2.spades.25_35_20	K02428
metabat2.spades.25_35_20	K02499

metabat2.spades.25_35_21	K03530
metabat2.spades.25_36_2	K09124
metabat2.spades.25_36_4	K07448
metabat2.spades.25_36_6	K02897
metabat2.spades.25_36_9	K05889
metabat2.spades.25_36_11	K07112
metabat2.spades.25_36_12	K07112
metabat2.spades.25_37_4	K00074
metabat2.spades.25_37_5	K00925
metabat2.spades.25_37_6	K07258
metabat2.spades.25_37_7	K00286
metabat2.spades.25_37_8	K22136
metabat2.spades.25_37_9	K01008
metabat2.spades.25_37_10	K01042
metabat2.spades.25_37_12	K01447
metabat2.spades.25_37_12	K11062

metabat2.spades.25_37_14	K03100
metabat2.spades.25_37_16	K08223
metabat2.spades.25_38_1	K02479
metabat2.spades.25_38_1	K11618

metabat2.spades.25_38_2	K11617
metabat2.spades.25_38_3	K11622
metabat2.spades.25_38_4	K01928
metabat2.spades.25_38_5	K09940
metabat2.spades.25_38_6	K01835
metabat2.spades.25_38_6	K01840

metabat2.spades.25_38_9	K02395
metabat2.spades.25_38_10	K01126
metabat2.spades.25_38_11	K06895
metabat2.spades.25_38_12	K00003
metabat2.spades.25_38_14	K03722
metabat2.spades.25_39_1	K03406
metabat2.spades.25_39_1	K03776

metabat2.spades.25_39_3	K19132
metabat2.spades.25_39_4	K19140
metabat2.spades.25_39_5	K19139
metabat2.spades.25_39_6	K09002
metabat2.spades.25_39_7	K19138
metabat2.spades.25_39_8	K07016
metabat2.spades.25_39_9	K19091
metabat2.spades.25_39_11	K21405
metabat2.spades.25_39_12	K00161
metabat2.spades.25_39_12	K21416

metabat2.spades.25_39_13	K11381
metabat2.spades.25_39_13	K21417

metabat2.spades.25_39_14	K00627
metabat2.spades.25_40_1	K19373
metabat2.spades.25_40_4	K01628
metabat2.spades.25_40_5	K08963
metabat2.spades.25_40_6	K00899
metabat2.spades.25_40_7	K02057
metabat2.spades.25_40_8	K02056
metabat2.spades.25_40_9	K02058
metabat2.spades.25_40_11	K02027
metabat2.spades.25_40_12	K01601
metabat2.spades.25_40_13	K00615
metabat2.spades.25_40_14	K00615
metabat2.spades.25_40_17	K13653
metabat2.spades.25_41_1	K01361
metabat2.spades.25_41_1	K08652

metabat2.spades.25_41_4	K02050
metabat2.spades.25_41_5	K02049
metabat2.spades.25_41_5	K15555

metabat2.spades.25_41_6	K02051
metabat2.spades.25_41_7	K02036
metabat2.spades.25_41_8	K02038
metabat2.spades.25_41_9	K02037
metabat2.spades.25_41_10	K02040
metabat2.spades.25_41_14	K00821
metabat2.spades.25_42_1	K00111
metabat2.spades.25_42_3	K01649
metabat2.spades.25_42_4	K03885
metabat2.spades.25_42_6	K00059
metabat2.spades.25_42_7	K05515
metabat2.spades.25_42_8	K07082
metabat2.spades.25_42_10	K07447
metabat2.spades.25_42_15	K01872
metabat2.spades.25_43_2	K00600
metabat2.spades.25_43_3	K03800
metabat2.spades.25_43_4	K00283
metabat2.spades.25_43_5	K00282
metabat2.spades.25_43_6	K02437
metabat2.spades.25_43_7	K00605
metabat2.spades.25_43_8	K09005
metabat2.spades.25_43_9	K02226
metabat2.spades.25_43_10	K04720
metabat2.spades.25_43_11	K02233
metabat2.spades.25_43_12	K02227
metabat2.spades.25_43_13	K02231
metabat2.spades.25_43_14	K02016
metabat2.spades.25_43_17	K02232
metabat2.spades.25_44_5	K01634
metabat2.spades.25_44_6	K00854
metabat2.spades.25_44_7	K12940
metabat2.spades.25_44_10	K04078
metabat2.spades.25_45_1	K04459
metabat2.spades.25_45_1	K14165

metabat2.spades.25_45_8	K00185
metabat2.spades.25_45_9	K00184
metabat2.spades.25_45_10	K04069
metabat2.spades.25_45_11	K00656
metabat2.spades.25_45_12	K07217
metabat2.spades.25_46_1	K02410
metabat2.spades.25_46_2	K02411
metabat2.spades.25_46_2	K03223

metabat2.spades.25_46_3	K02412
metabat2.spades.25_46_3	K03224

metabat2.spades.25_46_6	K02414
metabat2.spades.25_46_7	K02389
metabat2.spades.25_46_8	K02390
metabat2.spades.25_46_9	K02415
metabat2.spades.25_46_10	K02417
metabat2.spades.25_46_11	K02418
metabat2.spades.25_46_12	K02419
metabat2.spades.25_46_13	K02420
metabat2.spades.25_46_14	K02421
metabat2.spades.25_46_15	K02401
metabat2.spades.25_46_15	K13820

metabat2.spades.25_46_16	K02400
metabat2.spades.25_46_17	K02404
metabat2.spades.25_46_18	K04562
metabat2.spades.25_47_2	K01784
metabat2.spades.25_47_3	K13015
metabat2.spades.25_47_5	K08253
metabat2.spades.25_47_8	K01104
metabat2.spades.25_47_10	K06147
metabat2.spades.25_47_11	K06147
metabat2.spades.25_48_2	K01990
metabat2.spades.25_48_6	K02777
metabat2.spades.25_48_6	K20116
metabat2.spades.25_48_6	K20117
metabat2.spades.25_48_6	K20118

metabat2.spades.25_48_7	K02051
metabat2.spades.25_48_8	K02049
metabat2.spades.25_48_9	K02050
metabat2.spades.25_48_10	K03466
metabat2.spades.25_48_12	K04087
metabat2.spades.25_48_13	K04088
metabat2.spades.25_49_1	K03091
metabat2.spades.25_49_2	K07015
metabat2.spades.25_49_3	K00014
metabat2.spades.25_49_4	K02278
metabat2.spades.25_49_4	K02654

metabat2.spades.25_49_5	K01736
metabat2.spades.25_49_6	K00891
metabat2.spades.25_49_7	K01735
metabat2.spades.25_49_7	K13829

metabat2.spades.25_49_8	K16329
metabat2.spades.25_49_13	K02809
metabat2.spades.25_49_13	K02810

metabat2.spades.25_49_14	K09963
metabat2.spades.25_49_15	K02016
metabat2.spades.25_50_3	K06959
metabat2.spades.25_50_4	K00208
metabat2.spades.25_50_5	K06925
metabat2.spades.25_50_6	K14742
metabat2.spades.25_50_7	K03789
metabat2.spades.25_50_8	K03469
metabat2.spades.25_50_9	K01409
metabat2.spades.25_50_11	K19302
metabat2.spades.25_50_12	K01924
metabat2.spades.25_50_13	K21929
metabat2.spades.25_50_14	K00088
metabat2.spades.25_51_1	K03547
metabat2.spades.25_51_3	K00046
metabat2.spades.25_51_5	K03299
metabat2.spades.25_51_6	K00097
metabat2.spades.25_51_6	K22024

metabat2.spades.25_51_7	K22129
metabat2.spades.25_51_8	K02081
metabat2.spades.25_51_8	K03436

metabat2.spades.25_51_9	K07112
metabat2.spades.25_51_10	K07112
metabat2.spades.25_52_1	K02004
metabat2.spades.25_52_2	K02003
metabat2.spades.25_52_3	K07642
metabat2.spades.25_52_5	K22227
metabat2.spades.25_52_10	K06147
metabat2.spades.25_52_11	K06147
metabat2.spades.25_53_3	K01990
metabat2.spades.25_53_3	K19340

metabat2.spades.25_53_4	K01992
metabat2.spades.25_53_5	K08224
metabat2.spades.25_53_7	K07402
metabat2.spades.25_53_8	K07141
metabat2.spades.25_53_8	K19190

metabat2.spades.25_53_10	K00127
metabat2.spades.25_53_11	K11177
metabat2.spades.25_54_1	K00626
metabat2.spades.25_54_1	K00632

metabat2.spades.25_54_2	K17836
metabat2.spades.25_54_3	K00135
metabat2.spades.25_54_4	K03406
metabat2.spades.25_54_5	K03406
metabat2.spades.25_54_7	K06415
metabat2.spades.25_55_6	K07668
metabat2.spades.25_55_7	K02484
metabat2.spades.25_55_10	K03088
metabat2.spades.25_56_1	K02609
metabat2.spades.25_56_2	K02610
metabat2.spades.25_56_3	K02611
metabat2.spades.25_56_4	K02612
metabat2.spades.25_56_9	K02039
metabat2.spades.25_57_1	K00821
metabat2.spades.25_57_2	K02529
metabat2.spades.25_57_3	K00852
metabat2.spades.25_57_4	K06726
metabat2.spades.25_57_5	K10441
metabat2.spades.25_57_5	K10542

metabat2.spades.25_57_6	K10440
metabat2.spades.25_57_7	K10439
metabat2.spades.25_57_7	K17202

metabat2.spades.25_58_2	K01953
metabat2.spades.25_58_4	K04940
metabat2.spades.25_60_2	K00111
metabat2.spades.25_60_3	K21929
metabat2.spades.25_60_4	K07238
metabat2.spades.25_60_5	K06306
metabat2.spades.25_61_1	K00175
metabat2.spades.25_61_2	K00174
metabat2.spades.25_61_4	K00027
metabat2.spades.25_63_2	K00294
metabat2.spades.25_64_1	K02026
metabat2.spades.25_64_2	K20885
metabat2.spades.25_64_3	K20885
metabat2.spades.25_64_4	K03475
metabat2.spades.25_64_5	K02822
metabat2.spades.25_64_6	K00175
metabat2.spades.25_65_1	K05889
metabat2.spades.25_66_1	K00986
metabat2.spades.25_66_2	K01874
metabat2.spades.25_66_3	K03424
metabat2.spades.25_67_1	K02897
metabat2.spades.25_67_3	K05889
metabat2.spades.25_68_1	K07792
metabat2.spades.25_68_2	K03624
metabat2.spades.25_68_2	K06140

metabat2.spades.25_68_3	K06413
metabat2.spades.25_69_1	K13572
metabat2.spades.25_71_4	K07001
metabat2.spades.25_72_1	K02409
