maxbin2.spades.006_1_1	K06405
maxbin2.spades.006_8_126	K06381
maxbin2.spades.006_8_128	K03752
maxbin2.spades.006_8_128	K13818

maxbin2.spades.006_8_129	K03118
maxbin2.spades.006_8_130	K03551
maxbin2.spades.006_8_131	K03550
maxbin2.spades.006_8_132	K01159
maxbin2.spades.006_8_135	K00548
maxbin2.spades.006_8_137	K00548
maxbin2.spades.006_8_138	K04480
maxbin2.spades.006_8_139	K07720
maxbin2.spades.006_8_141	K01916
maxbin2.spades.006_9_1	K04771
maxbin2.spades.006_9_4	K01686
maxbin2.spades.006_9_5	K21393
maxbin2.spades.006_9_8	K00040
maxbin2.spades.006_9_9	K01625
maxbin2.spades.006_9_10	K00874
maxbin2.spades.006_9_11	K00027
maxbin2.spades.006_9_12	K02342
maxbin2.spades.006_9_13	K07182
maxbin2.spades.006_9_14	K00248
maxbin2.spades.006_9_14	K18244

maxbin2.spades.006_9_18	K00567
maxbin2.spades.006_9_19	K01448
maxbin2.spades.006_9_20	K02996
maxbin2.spades.006_9_21	K02871
maxbin2.spades.006_9_24	K07080
maxbin2.spades.006_9_25	K00824
maxbin2.spades.006_9_26	K15986
maxbin2.spades.006_9_27	K06173
maxbin2.spades.006_9_28	K16783
maxbin2.spades.006_9_28	K16785

maxbin2.spades.006_9_29	K16786
maxbin2.spades.006_9_29	K16787

maxbin2.spades.006_9_30	K16786
maxbin2.spades.006_9_30	K16787

maxbin2.spades.006_9_31	K02879
maxbin2.spades.006_9_32	K03040
maxbin2.spades.006_9_33	K02986
maxbin2.spades.006_9_34	K02948
maxbin2.spades.006_9_35	K02952
maxbin2.spades.006_9_36	K02518
maxbin2.spades.006_9_38	K01265
maxbin2.spades.006_9_39	K00939
maxbin2.spades.006_9_40	K03076
maxbin2.spades.006_9_41	K02876
maxbin2.spades.006_9_42	K02907
maxbin2.spades.006_9_43	K02988
maxbin2.spades.006_9_44	K02881
maxbin2.spades.006_9_45	K02933
maxbin2.spades.006_9_46	K02994
maxbin2.spades.006_9_47	K02954
maxbin2.spades.006_9_48	K02931
maxbin2.spades.006_9_49	K02895
maxbin2.spades.006_9_50	K02874
maxbin2.spades.006_9_51	K02961
maxbin2.spades.006_9_52	K02904
maxbin2.spades.006_9_53	K02878
maxbin2.spades.006_9_54	K02982
maxbin2.spades.006_9_55	K02890
maxbin2.spades.006_9_56	K02965
maxbin2.spades.006_9_57	K02886
maxbin2.spades.006_9_58	K02892
maxbin2.spades.006_9_59	K02926
maxbin2.spades.006_9_60	K02906
maxbin2.spades.006_9_61	K02946
maxbin2.spades.006_9_62	K02358
maxbin2.spades.006_9_63	K02355
maxbin2.spades.006_9_64	K02992
maxbin2.spades.006_9_65	K02950
maxbin2.spades.006_9_66	K07590
maxbin2.spades.006_9_67	K03046
maxbin2.spades.006_9_68	K03043
maxbin2.spades.006_9_69	K02935
maxbin2.spades.006_9_70	K02864
maxbin2.spades.006_9_71	K02863
maxbin2.spades.006_9_72	K02867
maxbin2.spades.006_9_73	K02601
maxbin2.spades.006_9_74	K03073
maxbin2.spades.006_9_75	K02913
maxbin2.spades.006_9_76	K02358
maxbin2.spades.006_9_77	K03091
maxbin2.spades.006_9_78	K06962
maxbin2.spades.006_9_79	K03218
maxbin2.spades.006_9_80	K03465
maxbin2.spades.006_9_81	K11145
maxbin2.spades.006_9_82	K01883
maxbin2.spades.006_9_83	K00640
maxbin2.spades.006_9_84	K01885
maxbin2.spades.006_9_84	K09698

maxbin2.spades.006_9_85	K01770
maxbin2.spades.006_9_85	K12506

maxbin2.spades.006_9_86	K00991
maxbin2.spades.006_9_88	K07736
maxbin2.spades.006_9_90	K04485
maxbin2.spades.006_9_91	K03696
maxbin2.spades.006_9_92	K19405
maxbin2.spades.006_9_93	K19411
maxbin2.spades.006_9_94	K03708
maxbin2.spades.006_9_96	K04567
maxbin2.spades.006_9_97	K03624
maxbin2.spades.006_9_101	K05540
maxbin2.spades.006_9_102	K03525
maxbin2.spades.006_9_104	K03524
maxbin2.spades.006_9_105	K01465
maxbin2.spades.006_9_105	K06015

maxbin2.spades.006_9_106	K01938
maxbin2.spades.006_9_107	K00940
maxbin2.spades.006_9_108	K03798
maxbin2.spades.006_9_109	K04075
maxbin2.spades.006_9_110	K06382
maxbin2.spades.006_10_1	K03768
maxbin2.spades.006_10_2	K03704
maxbin2.spades.006_10_9	K02528
maxbin2.spades.006_10_10	K09776
maxbin2.spades.006_10_12	K01449
maxbin2.spades.006_10_14	K06436
maxbin2.spades.006_10_15	K05601
maxbin2.spades.006_10_21	K01449
maxbin2.spades.006_10_22	K06313
maxbin2.spades.006_10_23	K03406
maxbin2.spades.006_10_25	K04651
maxbin2.spades.006_10_26	K04652
maxbin2.spades.006_10_27	K04656
maxbin2.spades.006_10_28	K04653
maxbin2.spades.006_10_29	K04654
maxbin2.spades.006_10_30	K04655
maxbin2.spades.006_10_32	K09747
maxbin2.spades.006_10_34	K13292
maxbin2.spades.006_10_35	K14393
maxbin2.spades.006_10_37	K01895
maxbin2.spades.006_10_44	K17686
maxbin2.spades.006_10_45	K04769
maxbin2.spades.006_10_47	K00605
maxbin2.spades.006_10_48	K02437
maxbin2.spades.006_10_49	K00282
maxbin2.spades.006_10_50	K00283
maxbin2.spades.006_10_53	K02241
maxbin2.spades.006_10_55	K00919
maxbin2.spades.006_10_55	K16924

maxbin2.spades.006_10_58	K09685
maxbin2.spades.006_10_59	K06412
maxbin2.spades.006_10_60	K04042
maxbin2.spades.006_10_61	K00948
maxbin2.spades.006_10_63	K02897
maxbin2.spades.006_10_64	K06310
maxbin2.spades.006_10_65	K06311
maxbin2.spades.006_10_66	K06312
maxbin2.spades.006_10_68	K01056
maxbin2.spades.006_10_70	K03723
maxbin2.spades.006_10_71	K03769
maxbin2.spades.006_10_71	K07533

maxbin2.spades.006_10_72	K04769
maxbin2.spades.006_10_73	K06409
maxbin2.spades.006_10_74	K02428
maxbin2.spades.006_10_74	K02499

maxbin2.spades.006_10_75	K03530
maxbin2.spades.006_10_77	K06381
maxbin2.spades.006_10_81	K05589
maxbin2.spades.006_10_81	K13052

maxbin2.spades.006_10_82	K07570
maxbin2.spades.006_10_82	K07571

maxbin2.spades.006_10_83	K01524
maxbin2.spades.006_10_85	K09936
maxbin2.spades.006_11_1	K01953
maxbin2.spades.006_11_2	K01915
maxbin2.spades.006_11_4	K00265
maxbin2.spades.006_11_5	K00196
maxbin2.spades.006_11_8	K02435
maxbin2.spades.006_11_9	K02433
maxbin2.spades.006_11_10	K02434
maxbin2.spades.006_11_14	K01939
maxbin2.spades.006_11_16	K01915
maxbin2.spades.006_11_17	K06934
maxbin2.spades.006_11_19	K04759
maxbin2.spades.006_11_20	K04758
maxbin2.spades.006_11_22	K03382
maxbin2.spades.006_11_23	K07335
maxbin2.spades.006_11_24	K02056
maxbin2.spades.006_11_25	K02057
maxbin2.spades.006_11_26	K02057
maxbin2.spades.006_11_29	K01262
maxbin2.spades.006_11_29	K01271

maxbin2.spades.006_11_33	K09703
maxbin2.spades.006_11_35	K09951
maxbin2.spades.006_11_36	K15342
maxbin2.spades.006_11_37	K07464
maxbin2.spades.006_11_38	K07012
maxbin2.spades.006_11_39	K19116
maxbin2.spades.006_11_40	K19115
maxbin2.spades.006_11_42	K19114
maxbin2.spades.006_12_3	K03294
maxbin2.spades.006_12_5	K00433
maxbin2.spades.006_12_5	K01055

maxbin2.spades.006_12_6	K02275
maxbin2.spades.006_12_6	K17686

maxbin2.spades.006_12_7	K02275
maxbin2.spades.006_12_8	K00428
maxbin2.spades.006_12_9	K14588
maxbin2.spades.006_12_12	K02004
maxbin2.spades.006_12_15	K07706
maxbin2.spades.006_12_15	K11614
maxbin2.spades.006_12_15	K11691

maxbin2.spades.006_12_17	K07071
maxbin2.spades.006_12_18	K00123
maxbin2.spades.006_12_19	K00123
maxbin2.spades.006_12_20	K02380
maxbin2.spades.006_12_23	K00127
maxbin2.spades.006_12_24	K01023
maxbin2.spades.006_12_26	K00384
maxbin2.spades.006_12_30	K07646
maxbin2.spades.006_12_31	K00341
maxbin2.spades.006_12_31	K05565

maxbin2.spades.006_12_32	K05566
maxbin2.spades.006_12_33	K05567
maxbin2.spades.006_12_34	K05568
maxbin2.spades.006_12_35	K05569
maxbin2.spades.006_12_36	K05570
maxbin2.spades.006_12_37	K05571
maxbin2.spades.006_12_40	K20461
maxbin2.spades.006_12_41	K20460
maxbin2.spades.006_12_42	K01990
maxbin2.spades.006_12_42	K20459

maxbin2.spades.006_13_3	K01768
maxbin2.spades.006_13_9	K06167
maxbin2.spades.006_13_10	K06937
maxbin2.spades.006_13_15	K21405
maxbin2.spades.006_13_16	K01026
maxbin2.spades.006_13_17	K01897
maxbin2.spades.006_13_18	K00248
maxbin2.spades.006_13_20	K03521
maxbin2.spades.006_13_21	K03522
maxbin2.spades.006_13_22	K00313
maxbin2.spades.006_13_23	K03855
maxbin2.spades.006_13_28	K00548
maxbin2.spades.006_13_29	K00548
maxbin2.spades.006_13_30	K03710
maxbin2.spades.006_13_33	K06317
maxbin2.spades.006_14_1	K02000
maxbin2.spades.006_14_2	K02001
maxbin2.spades.006_14_3	K02002
maxbin2.spades.006_14_4	K02013
maxbin2.spades.006_14_5	K02015
maxbin2.spades.006_14_6	K02016
maxbin2.spades.006_14_7	K11261
maxbin2.spades.006_14_12	K02016
maxbin2.spades.006_14_13	K02013
maxbin2.spades.006_14_14	K02015
maxbin2.spades.006_14_16	K02007
maxbin2.spades.006_14_17	K02008
maxbin2.spades.006_14_17	K16783

maxbin2.spades.006_14_18	K08153
maxbin2.spades.006_14_19	K01012
maxbin2.spades.006_14_20	K02050
maxbin2.spades.006_14_21	K00176
maxbin2.spades.006_14_22	K00177
maxbin2.spades.006_14_23	K00175
maxbin2.spades.006_14_24	K00174
maxbin2.spades.006_14_29	K03093
maxbin2.spades.006_15_4	K00198
maxbin2.spades.006_15_5	K00196
maxbin2.spades.006_15_8	K07684
maxbin2.spades.006_15_8	K07693

maxbin2.spades.006_15_10	K16176
maxbin2.spades.006_15_12	K00548
maxbin2.spades.006_15_14	K01990
maxbin2.spades.006_15_15	K01992
maxbin2.spades.006_15_16	K02002
maxbin2.spades.006_15_17	K02001
maxbin2.spades.006_15_18	K02000
maxbin2.spades.006_15_20	K00567
maxbin2.spades.006_15_20	K01247

maxbin2.spades.006_15_21	K00783
maxbin2.spades.006_15_22	K00783
maxbin2.spades.006_15_24	K04771
maxbin2.spades.006_15_25	K00790
maxbin2.spades.006_15_26	K07315
maxbin2.spades.006_16_1	K03466
maxbin2.spades.006_16_1	K07474
maxbin2.spades.006_16_1	K19175

maxbin2.spades.006_16_6	K03546
maxbin2.spades.006_17_5	K00010
maxbin2.spades.006_17_5	K16044

maxbin2.spades.006_17_6	K02474
maxbin2.spades.006_17_6	K13015

maxbin2.spades.006_17_8	K01953
maxbin2.spades.006_17_9	K07497
maxbin2.spades.006_18_2	K13572
maxbin2.spades.006_18_3	K19088
maxbin2.spades.006_18_4	K19075
maxbin2.spades.006_18_5	K19090
maxbin2.spades.006_18_6	K07012
maxbin2.spades.006_18_7	K07012
maxbin2.spades.006_18_8	K15342
maxbin2.spades.006_18_9	K09951
maxbin2.spades.006_18_10	K07464
maxbin2.spades.006_18_11	K19085
maxbin2.spades.006_19_3	K01791
maxbin2.spades.006_19_3	K13019

maxbin2.spades.006_19_4	K13019
maxbin2.spades.006_19_7	K19430
maxbin2.spades.006_19_10	K19428
maxbin2.spades.006_20_3	K02371
maxbin2.spades.006_20_4	K02371
maxbin2.spades.006_20_7	K02005
maxbin2.spades.006_20_8	K02004
maxbin2.spades.006_20_9	K02003
maxbin2.spades.006_20_11	K07075
maxbin2.spades.006_21_3	K01739
maxbin2.spades.006_21_3	K01760

maxbin2.spades.006_21_4	K14155
maxbin2.spades.006_21_5	K03406
maxbin2.spades.006_22_3	K09000
maxbin2.spades.006_22_5	K19076
maxbin2.spades.006_22_6	K07061
maxbin2.spades.006_22_7	K07497
maxbin2.spades.006_23_8	K21472
maxbin2.spades.006_24_1	K07497
maxbin2.spades.006_24_2	K07646
maxbin2.spades.006_24_3	K02049
maxbin2.spades.006_24_3	K15555

maxbin2.spades.006_24_5	K02051
maxbin2.spades.006_25_1	K00111
maxbin2.spades.006_25_2	K00112
maxbin2.spades.006_25_3	K00113
maxbin2.spades.006_25_4	K01809
maxbin2.spades.006_25_5	K06306
maxbin2.spades.006_26_2	K02034
maxbin2.spades.006_26_3	K02033
maxbin2.spades.006_28_3	K09124
maxbin2.spades.006_30_1	K06926
maxbin2.spades.006_31_1	K07484
maxbin2.spades.006_31_2	K07484
maxbin2.spades.006_32_1	K00986
maxbin2.spades.006_32_2	K00986
maxbin2.spades.006_32_3	K00986
maxbin2.spades.006_33_1	K02016
maxbin2.spades.006_33_2	K02015
maxbin2.spades.006_33_3	K02013
maxbin2.spades.006_33_4	K02232
